"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"60","161","2010-05-01","4","Bedenken hoe project LIVE van start kan gaan

In een nutshell is het idee om een website of plugin te ontwikkelen waar lokale projecteigenaren (dus echt de ontvangers van de hulp zelf) hun visie op het project en ontwikkeling kunnen laten zien. We willen de mensen daar uitrusten met kleine simpele camera's, en hun zelf laten filmen wat zij belangrijk vinden. Dus bijvoorbeeld lessen op een nieuwe school, kinderen die naar school kunnen, het runnen van een weeshuis, hoe schoon drinkwater een dorp veranderd, etc. Dit willen wij dan laten zien op die website, om echt te laten zien wat OS nou precies doet, niet vanuit onze ogen, maar uit de ogen van onze lokale partners. Dit willen we dan openstellen voor kleine stichtingen en organisatie, om zo hun achterban veel meer inzicht te geven in hun projecten. Deze organisaties krijgen dan een camera, training en toegang tot de website om zo deel uit te maken van de LIVE community. Dit hele concept zou zelfs ook binnen een bestaand concept kunnen worden ondergebracht (als sub-onderdeel).

Daarnaast willen we interactie inbouwen in dit systeem, omdat het om ontwikkelingssamenwerking gaat. We willen mensen in NL de mogelijkheid geven om vragen te stellen, en dan antwoord te krijgen door middel van video's gemaakt door de locals. Zo kunnen mensen er zelf achterkomen wat er met hun geld, tijd en inzet gebeurd.

De overkoepelende vraag is hoe wij dit dit idee kunnen verrijken (nieuwe ideeën) om uit te bouwen naar een product waar in geïnvesteerd kan worden. De huidige situatie bestaat uit een projectplan voor project LIVE. Dit is ingediend voor een subsidieaanvraag en afgewezen. De redenen voor de afwijzing zijn niet bekend. Het plan ligt er, maar het ontbreekt aan fte binnen Live Build om het uit te voeren.Wij zoeken ook naar mede eigenaren van dit plan om het samen verder te ontwikkelen. Deze zoektocht naar mede-eigenaren gaat makkelijker met bijvoorbeeld een eerste versie van een website waar de idee van project LiIVE duidelijk wordt. Andere mogelijkheden/ ideeën om in het oog te springen bij investeerders zijn ook welkom.","thuis","Writing proposals","realized","Project LIVE","2010-04-21","nieuwsgierigheid, website, bewustwording, scholen, video, online, jongeren, html, marketing, "
"59","224","2010-05-01","4","Maak een plan om Doing Dreams wereldwijd bekend te maken en zoek de middelen en contacten die hierbij kunnen helpen.

Na een jaar werken met Dromen Doen in Sao Paulo en Amsterdam, is er de Doing Dreams foundation opgericht. Onze droom is om Dromen wereldwijd op scholen te verspreiden en bekend te maken. Er is materiaal in verschillende talen beschikbaar, een groot netwerk in Nederlan en middelgroot in Brazilië. Op een aantal individuele contacten na, zijn er nog geen netwerken in andere landen. We zijn een kleine organisatie die uitsluitend met vrijwilligers werkt. Wat er al is aan materiaal/middelen:
•	Weblogs in drie talen <www.dreamsadolescents.blogspot.com, www.dromenjongeren.blogspot.com>
•	Persberichten verstuurd naar Nlse media
•	Boek Dromen Doen over project in Nederlands en Portugees
•	Video’s en animatiefilm over het project
•	Powerpointpresentatie
•	Folders
•	Netwerk via linkedin, 1% Club, Twitter

Wat nodig is, is een plan vol met ideëen en middelen om het project en gedachtegoed wereldwijd bekend te maken. Vragen die we hebben zijn:
•	Welke netwerkmogelijkheden bestaan er waar we gebruik van kunnen maken?
•	Hoe krijgen we contact met fondsen, partners, scholen en andere geïnteresseerden over de hele wereld?
•	Welke middelen zijn er die we nu nog niet of onvoldoende gebruiken?
•	Op welke manier kunnen we internationale pers / nationale pers bereiken?
•	Zoek contacten die ons hierbij verder kunnen helpen. <Internationale contacten, media contacten, mensen die willen helpen met de voorgestelde middelen te ontwikkelen, ....>

De stichting is bezig met het opbouwen van een aantal vrijwillige medewerkers die PR taken op zich nemen. Deze medewerkers gaan bezig met het uitvoer geven aan dit internationale plan en gebruiken de aangegeven contacten om Dromen Doen verder bekend te maken.","Vanaf alle locaties ter wereld uit te voeren.","Marketing / PR","realized","Wereldwijd Dromen Doen!","2010-04-21","netwerk, pers, pr, media, online marketing, wereldwijd, contacten, marketing, internationaal, "
"58","5","2010-05-01","4","Het schrijven van een plan om de inkomsten (vanuit het bedrijfsleven) en naamsbekendheid  te vergroten, anders dan de Optiek branche.

Momenteel zijn wij erg afhankelijk van individuele donaties en met name uit de Optiek branche. Wij willen graag ons blikveld wat verruimen en andere branches en particulieren betrekken bij The Optical Foundation. 

We zouden graag een plan laten schrijven om donaties te genereren voor The Optical Foundation, hierbij willen we ook graag onze naamsbekendheid vergroten.
Dit kan dus zowel in het bedrijfsleven of particulier zijn. 

Het resultaat zullen we bespreken met het bestuur van The Optical Foundation en als het aansluit bij onze idealen, willen we dit plan graag in werking stellen. 

Met dit plan hopen we een breder publiek aan te trekken, donaties en naamsbekendheid te genereren.","Deze taak kan thuis uitgevoerd worden.","Marketing / PR","realized","TOFfe wervingsactie met andere ogen bekeken","2010-04-21","ogen, studenten, fundraising, creatief, werven, cape coast, branche, bril, tof, naamsbekendheid, ghana, inkomsten, plan, actie, "
"53","320","2010-04-09","4","Bouwen van een website in Joomla voor onze Keniaanse partner BIG Ltd

We zijn op zoek naar een vrijwilliger die een website kan bouwen. Het design is in grote lijnen klaar, maar jouw suggesties zijn natuurlijk ook welkom!
Je zult samenwerken met een van onze vrijwilligsters. Zij is verantwoordelijk voor de teksten en het aanleveren van het materiaal.
En jij hebt de technische kennis die je graag wil inzetten voor het goede doel.","Thuis","Webdevelopment","realized","Webbouwer","2010-03-30","joomla, webdesign, webbouwer, "
"52","382","2010-03-22","4","To assist in the set up of the health advice programme

The community lack total understanding on home safety and responsible parenting. The birthing conditions are terrible resulting in unnecessarily dangerous labour and post natal care. The community needs a team of female community health volunteers trained in basic first aid, nutrition and safe delivery. We require a volunteer to work with our team in Nepal on teaching the basics of better health to families attending our early childhood centre. With a better understanding of birth preparedness, nutrition and safety, the children are more likely to survive to their fifth birthday and be healthier and develop properly.","Requires volunteer at project site in Nepal based at the Sangachok village tourism project.","Health","realized","Volunteer health adviser","2010-03-12","oral health, community health adviser, midwife, "
"49","100","2010-03-20","4","Het vertalen van de Nederlandse nieuwsbrieven van onze Stichting in het Engels

Sinds kort hebben we een gehele nieuwe website. Deze willen we ook graag in het Engels kunnen aanbieden. Een eerste begin zou het vertalen van de nieuwsbrieven zijn.","Dit kan gewoon thuis","Translating / Writing","realized","Vertalen van de nieuwsbrieven in het engels","2010-03-10","nieuwsbrief, engels, "
"43","224","2010-02-27","4","Ontwerpen en bouwen van een website voor Doing Dreams foundation.

Tot nu toe zijn er van het project 3 weblogs in het engels, portugees en nederlands. Bij de oprichting van de stichting Doing Dreams, is een website gewenst, die de centrale boodschap overbrengt. Hiervoor zoeken we mensen voor zowel de technische als design kant, die bli worden van het project en ons hierbij willen helpen.","Where ever, wij zitten momenteel in Amsterdam.","Webdevelopment","realized","Website opzetten","2010-02-17","webdesign, website, "
"41","119","2010-02-15","4","Korte filmpje maken over ons project en de sticting

Het is super leuk, maar we komen er maar niet aan - dan maar uitbesteden aan de gelukkige liefhebber: er iz videomateriaal + behoefte aan een kort filmpje over het project en of de stichting. Creatief werk - ik ben nu al jaloers dat ik het toch niet zelf ga doen :(","Amsterdam en tuis","Photo / Video","realized","Filmpje maken","2010-02-05","filmpje, video, maken, samenstellen, youtube, edit, promotie, pif, "
"40","119","2010-02-10","4","Wij werken in drie talen en zoeken hulp met het vertalen van webteksten en projecdocumenten voor ons project in Colombia

Ons projectvoorstel is in het Engels geschreven en zal binnenkort in het Nederlands en het Spaans vertaald worden. Daar zoeken we een vertaler voor. 
Daarnaast plaatsen we regelmatig berichten en updates over de activiteiten op de website in drie talen, soms hebben daar ook hulp mee nodig.","De stichting is in Amsterdam gevestigd, maar het kan over internet geregeld worden.","Translating / Writing","realized","Vertalen webteksten en projectdocs Engels / Spaans / Nederlands","2010-01-31","engels, spaans, vertalen, tekst, nederlands, "
"38","178","2010-01-28","4","Niketan is op zoek naar een creatieve brein die met een groot netwerk een megasponsoractie voor Niketan kan organiseren. Met als doel fondsen te werven voor de kinderen met een verstandelijke beperking in Bangladesh.

Niketan is een kleine organisatie die projecten voor verstandelijk gehandicapte in Bangladesh ondersteunt. Niketan zoekt een vrijwilliger die op een creatieve vernieuwende manier een sponsoractie kan organiseren. Het doel is: 50.000 euro binnen te halen! Wie gaat deze uitdaging aan?","Zuid Holland","Fundraising","realized","creatieve brein gezocht","2010-01-18","fondsenwerven, uitdaging, vernieuwend, creatief, "
"37","85","2010-01-27","4","Wij zijn op zoek naar iemand die 58 prachtige kettingen gemaakt door Ugandese vrouwen wil verkopen om de vrouwen te ondersteunen.

wij van Hope Alive Uganda ondersteunen een groepje vrouwen die Ugandese sieraden maken.   Zij maken die sieraden van prachtig gekleurd papier die ze lakken en waarvan ze kralen maken en in hun kettingen verwerken.   De vrouwen maken zowel lange als korte kettingen.  De lange kettingen kunnen verkocht worden voor 5 euro en de kettingen voor 3 euro per stuk.  Op dit moment heb ik 58 kettingen gemaakt door deze vrouwen (ik heb ze meegenomen uit Uganda toen ik op 8 januari terug kwam van het bezoek aan mijn project daar) die wij willen verkopen zodat we deze vrouwen daarmee kunnen ondersteunen in hun dagelijks bestaan en om weer nieuw materiaal te kunnen kopen om door te gaan met sieraden maken.  Wie wil helpen om deze 58 kettingen te verkopen of om een plek te vinden waar ze snel de winkel uit zullen vliegen?  De gehele opbrengst gaat volledig naar de vrouwen!","In eigen omgeving","Social Work","realized","Het verkopen van 58 Ugandese kettingen","2010-01-17","vrouwen kralen uganda sieraden, "
"36","59","2010-01-26","4","Opzetten van een wordpress pagina en het schrijven van een onderhoudsmanual voor African Bicycle Network: http://www.africanbicyclenetwork.org

In juli 2009 zijn 11 afrikaanse organisaties bijeengekomen voor het opzetten van een afrikaans fietsnetwerk: African Bicycle Network, voor het delen van informatie en het leren van elkaar. Cycling out of Poverty zal het eerste jaar het secretariaat beheren en assisteren in het vorm geven van het netwerk. Zeer belangrijk hierin is de website. Er is al een template gemaakt door Super Heroes. We zoeken nu iemand die deze template kan implementeren in wordpress.com en een manual kan schrijven voor onderhoud van deze website. Bij voorkeur in het engels (en frans) omdat de website onderhouden gaat worden door alle leden van het netwerk, met een coordinatiecentrum in Kenia.","Nederland","Webdevelopment","realized","Wordpress blog voor African Bicycle Network","2010-01-16","netwerk, wordpress, communicatie, website, afrika, open source, "
"35","85","2010-01-15","4","Wij zijn op zoek naar een sponsor die voor ons 200 kopies van een boekje van 9 bladzijden met oefeningen over HIV/AIDS en Malaria voor schoolkinderen kan kopieren.

Wij - Hope Alive Uganda - werken samen met leerlingen van de Worldschool.  Een groep het een werkboekje met leuke oefeningen, informatie, puzzels en dergelijke voor leerlingen gemaakt over HIV/AIDS.  Zelf ben ik in december/januari in Oeganda geweest om dit materiaal aan de docenten te laten zien.  De docenten waren ontzettend enthousiast en zouden het materiaal heel graag in het nieuwe schooljaar in Oeganda willen gebruiken (dit nieuwe schooljaar start in februari 2010). Docenten hebben weinig tot geen materiaal, dus vandaar dat dit heel welkom is voor hen.   Zij vroegen ons of wij hen van 200 exemplaren kunnen voorzien voor de leerlingen daar.  Het werkboekje bestaat uit 9 bladzijden.  Welke sponsor, persoon of bedrijf kan ons helpen om dit te kopieren zodat wij ervoor kunnen zorgen dat het in Oeganda bij deze leerlingen terecht komt en zodat de docenten en leerlingen met het materiaal aan de slag kunnen?","De copyshop","Education","realized","200 exemplaren van een werkboekje voor leerlingen","2010-01-05","onderwijsmateriaal, "
"32","224","2009-12-28","4","We willen een stichting oprichten om het project beter te kunnen ondersteunen. Het formele regelen hiervan willen we graag door een ander laten doen.

Uitzoeken wat er nodig is om een stichting op te richten en hiervoor zorgen. Inhoud en tekst is voorradig, maar moet in juiste bureaucratische stappen genomen worden.","Nederland","Administration / Finance","realized","Hulp oprichten stichting","2009-12-18","notaris, administratie, formaliteit, stichting, "
"31","224","2009-12-28","4","Een aantal kinderen in het project vinden het tof om contact te hebben met iemand uit nederland. Via MSN kan je regelmatig met ze kletsen over wat ze bezig houdt en hoe ze met hun droom aan de slag zijn. Nodig: MSN vaardig, engels en liefst portugeessprekend.

Vind je het leuk om contact te leggen met Braziliaanse kinderen? Tegenwoordig kan alles online, ook connecten. Veel van de kinderen hier vinden het fantastisch om aandacht te krijgen en zijn nieuwsgierig naar Nederland. 
Veel zitten dagelijks achter MSN en kunnen het goed gebruiken om over zichzelf en hun droom te kletsen. Zo vergroten ze hun wereld. Handig is om in elk geval engels en wellicht portugees te spreken, een hoop kan via een online vertaal programma :-)","Achter de pc","Social Work","realized","Connecten met de kinderen in Brasil: MSN liefhebbers","2009-12-18","chatten, sociaal, begeleiden, contact, jongeren, mentor, "
