"Project_Budget_External_ID__c","Project__c","Costs__c","Description__c"
"36254","1443","20000.00","Tools for villagers (lamps, fans, radio's etc.)
2.000 x €10"
"36255","1443","5000.00","Spare parts
20 x 150
200 x 10"
"36256","1443","2000.00","Training 100 entrepreneurs
100 x €20"
"36257","1443","2000.00","local transportation, local representation etc."
"36258","1443","3000.00","Distribution"
"36259","1443","10000.00","Certification (safety etc.)"
"35102","866","300.00","tents 4 x €75,-"
"35103","866","30.00","lamps, 4x €7,50"
"35104","866","25.00","first aid kit 1x 25,-"
"35105","866","360.00","12 sleeping bags, 12 x 30"
"35106","866","90.00","pans, pots other camping equipment"
"35107","866","100.00","binoculars 2 x €50,-"
"35108","866","25.00","signs etc."
"35109","866","70.00","other equipment necesary for hiking"
"40847","1452","350.00","Hout, spijkers, schroeven, houtlijm e.d. voor timmerwerkplaats"
"43814","874","80.00","Teacher desk (4x20)"
"43815","874","560.00","School desk (40x14)"
"43816","874","260.00","Pillars/Beam  (26x10)"
"43817","874","44.00","Sand per 3 tons (4x11)"
"43818","874","56.00","Stone per 3 tons (4x14)"
"43819","874","120.00","Cement bags (40x3)"
"43820","874","220.00","Soil (20x11)"
"35118","1374","200.00","1.	Voorbereiding			
Grond egaliseren"
"35119","1374","145.00","2.	Boorput graven
Graven van open gat tussen 6 en
7 meter diep"
"35120","1374","30.00","2a testen:
Ontwatering, test pompen"
"35121","1374","540.00","3.	Binnenwerk boorput:
betonnen ringen			
vullen harde kern
grind verpakking
kleizegel"
"35122","1374","570.00","4.	Pompinstallatie:			
Beton	
Drainagekanaal
Bakstenen en cement
Dekselplaat gewapend beton
Handpomp
Balken, scharnieren, spijkers
Analyse tests"
"35123","1374","200.00","5.	Beveiliging en bescherming		
Omheining met hekwerk
Palen, scharnieren, spijkers		Bouwmaterialen		
Drainage
Beplanting"
"35124","1374","80.00","6. Transactiekosten"
"35125","1374","20.00","7.  Administratie"
"41960","840","1000.00","community craftsmen"
"37359","1380","250.00","50 diggers at 5 each"
"37360","1380","200.00","100 rakes at 2 each"
"37361","1380","400.00","100 shovels at 4"
"37362","1380","600.00","100 watering cans at 6"
"37363","1380","200.00","50 hoes at 4 each"
"37364","1380","400.00","100 martchets at 4 each"
"43821","874","25.00","Saw (1x25)"
"43822","874","25.00","Drill (1x25)"
"44219","1530","180.00","5% overhead 1%Club"
"44220","1530","1000.00","range of 10 high pressure relief cushions of €100"
"44221","1530","1160.00","20 intermediate pressure cushions and waterproof covers of €58"
"37365","1380","950.00","Purchase of 19 wheel barrows at 50 each"
"37366","1380","2000.00","Purchase of Cassava, yams and plantain seeds for 100 youth farms"
"44222","1530","300.00","1 day training in Bulawayo of €300"
"44223","1530","960.00","flight trainer and transport between Cape Town to Bulawayo, Zimbabwe"
"41961","840","1145.00","Tree, stone, cement, tools, etc"
"42099","1589","268.00","Televisie 8000 meticais/210 euro, Antenne 1200 meticais/32 euro, DVD speler 1000 meticais/26 euro"
"44637","1659","187.00","2 days cage making and poultry management training"
"44638","1659","1652.00","25 X laying units of 12 hens @ R850 each"
"44676","1680","2500.00","Trisula Agraria Laboratories"
"44677","1680","1500.00","Trisula Agraria Workshop"
"44678","1680","500.00","Open Tour for public"
"44762","1376","5000.00","The most important thing at the moment: A team bus"
"44787","1543","500.00","8 mensen die 1 maand werken aan de bouw van de Ambachtsschool"
"44788","1543","550.00","Bamboe, lange palen welke verwerkt kunnen worden voor allemaal verschillende producten zoals schoolbankjes, vlechtwerk, bouwpilaren, bamboe fietsen enz. Voor € 550 kunnen we genoeg kopen voor zowel de bouw van het gebouw, als de inrichting en houden we na"
"44875","841","1730.00","Training of 50 peer campaigners  (Files, pens, bloc Notes, feeding for 3 days (breakfast and lunch), flip chart papers, brown papers, masking tapes, DSA resource persons)
Transport and logistics"
"44876","841","1950.00","Printing of IEC (manual, posters, brochures and flyers, T-shirts"
"44877","841","800.00","Purchase of equipment for the project (Megaphone, Digital Camera, refurbished laptop)"
"44878","841","700.00","Taxi fare for movement during the campus and community education by the peer educators and support staff from GLOWA."
"43823","915","525.00","tailoring machine"
"35208","1371","1500.00","23.000 bakstenen"
"42873","1032","4829.00","1 Broodoven PFE 8D"
"35212","1389","1000.00","Workshop aan 150 jongeren (Incl salarismedewerkers, locatie en diploma’s)"
"35213","1389","2000.00","Job Desk"
"35214","1389","2000.00","Loopbaanbegeleiding"
"35215","1175","3000.00","Aankoop 60 solar lampen (€ 50)"
"35216","1175","1000.00","Aankoop bomen ( 2.500 bomen per 0,20 cent = 500 euro) en bescherming = 500 euro"
"35217","1178","250.00","Educational booklets for environmental lessons at schools"
"35218","1178","250.00","Educational booklets for workshops for farmers on conservation farming methods"
"35219","1178","1500.00","500 trees (€3 per tree)"
"35220","1178","470.00","Tools (25 spades at €10, 4 picks at €10, 4 rakes at €10, 4 wheelbarrows at €35)"
"35221","1178","1600.00","Transport (rental of a truck)"
"35222","1178","380.00","Fuel"
"35661","1426","450.00","Materiaalkosten (hekken, lappen stof, 100 chilizaden, vervoer van materialen)"
"37608","1484","700.00","Food for all 60 participants Breakfast, Lunch and dinner x 15 EUR for one person for 6 days"
"37609","1484","200.00","Snack and coffee break (60 persons x 5 EUR) for 6 days"
"37041","1427","350.00","Coordination cost (3 x 117)
(Transport, Telephone, field visits, meals for coordinators-only in the field, office stationary)"
"37042","1427","300.00","Purchase of 300 fruit seedlings (300 x 1)"
"37043","1427","100.00","Awareness campaigns (2 x 50)"
"37044","1427","300.00","Remodel kitchen facilities to accommodate domestic biogas stoves and lamps (3 X 100)"
"37045","1427","2400.00","Biogas installation materials and appliances (3 X 800)"
"37046","1427","173.00","1% club charges"
"37610","1484","100.00","Books, pens and copy documents"
"37611","1484","1300.00","One harvest rice machine"
"37612","1484","700.00","Two trainers fee"
"42874","1032","171.00","onderstel oveen"
"43824","915","4475.00",""
"44399","1489","1240.00","legnesten maken van plywood"
"44400","1489","750.00","5 kacheltjes voor de kuikens à € 150,00"
"44401","1489","270.00","30 voerbakken à € 9,00"
"44402","1489","240.00","20 waterdrinkbakken à  € 12,00"
"44403","1489","125.00","administratiekosten 1%club"
"41503","747","500.00","1 Laptops + Software"
"41504","747","700.00","1 laser printer"
"41505","747","250.00","cartridges en toners, printpapier voor 6 maanden"
"41506","747","400.00","vervoer voor inkoop van deze apparatuur en aflevering en technische bijstand"
"44679","1398","260.00","Grant Management"
"44680","1398","168.00","Monitoring and followup  of recipients: 
Motorcycle fuel: (10 trips x 12L x Euro 1.4)"
"44681","1398","300.00","Veterinary services: Deworming drugs and  other veterinary  drugs and services. (50 beneficiaries @ Euro 6)"
"44682","1398","1650.00","Buy 50 pigs for 50 orphans  (50 pigs @ Euro 33)"
"44683","1398","122.00","Mobilisation, sensitization  and training meetings:  
~ News prints  (1 ream x EUR 17)=17
~ Markers  (5 packets x EUR 2)=10
~ Papers (1 reams x EUR 6)= 6
~ Masking tape (5 rolls x EUR 1)= 5
~ Motorcycle fuel (5 trips x 12 L x EUR 1.4)=  84"
"44732","1634","1266.00","100*12.6571"
"44733","1634","344.00","1*344.84"
"44765","1435","1000.00","aanleggen weg"
"44766","1435","288.00","installatie water systeem"
"44767","1435","1400.00","zaden, aarde, materialen, voer, overige bouwmaterialen"
"44768","1435","50.00","project management"
"44810","1317","3430.00","10 girls training  in  Beauty Skills for 343"
"44811","1317","950.00","5 girls training in Fashion design  Skills for 190"
"44812","1317","360.00","Support for Setting up Salon businesses  for 360"
"44813","1317","260.00","Support for Setting up Fashion Design business for 260"
"44879","1690","80.00","Condooms (3000 stuks)"
"35399","762","1875.00","Training en begeleiding van 3 boerenfamilies in het maken van chillihekken. Evenals monitoring van de olifantenschade en het geven van advies aan boerenfamilies in de omgeving van Kasanka National Park."
"35400","1386","1.00","To produce 1 bracelet the costs are €1,15 (for materials, labor, packaging, transportation, marketing & communication, administration costs)"
"43825","1606","200.00","administratiekosten"
"43826","1606","150.00","lesmateriaal"
"36734","950","50.00","legalliseren administratiekosten"
"36735","950","100.00","onderhoudskosten busje"
"36736","950","100.00","kosten strechter"
"36737","950","200.00","elektrische systeem"
"36738","950","3000.00","2e hands auto kopen"
"43827","1606","200.00","training"
"43828","1606","400.00","communicatie"
"43829","1606","500.00","bouwmaterialen dierverblijven"
"43830","1606","300.00","transport"
"43831","1606","300.00","gereedschap diversen"
"43832","1606","1216.00","152 x 8.00 euro  dieren
76 kippen en 76 kalkoenen"
"44227","1660","400.00","range of 4 high pressure relief cushions of €100"
"44228","1660","348.00","6 intermediate pressure cushions and waterproof covers of €58"
"44229","1660","37.00","5% overhead 1%Club"
"36262","1410","58550.00","bouwkosten"
"36263","1410","6260.00","aankoop en verwerving"
"35443","765","60.00","Overall projectmanagement, papier, benzine, telefoon, pr materiale"
"35444","765","1600.00","Antique National higschool les- materialen voor de vaardigheids vak training"
"35445","765","349.00","Bagum bayan elementary school materialen voor 230 kinderen"
"35446","765","315.00","* Bay Bay elementary
Training ecologische groente verbouwen + transport naar de training."
"44684","1183","122.00","sensitization  and training meeting
~ News prints (1 ream x EUR 17)=17
~ Markers (5 packets x EUR 2)=10
~ Papers (1 reams x EUR 6)= 6
~ Masking tape (5 rolls x EUR 1)=5
~ Motorcycle fuel (5 trips x 12 L x EUR 1.4)= 84"
"44685","1183","2000.00","Cost of  goats (50 goats x EUR 40)"
"44686","1183","140.00","Monitoring and evaluation 
~ Fuel (10 trips x 10L x EUR 1.4)="
"44736","1656","180.00","Administration costs 1 % club"
"35452","1113","17.00","Stationery transp	Pickup truck load	1 trip	x 2,000	Ksh 2,000	Euros 17.00"
"35453","1113","17.00","Tools transport	Pickup truck load	1 trip	x 2,000	Ksh 2,000	Euros 17.00"
"35454","1113","17.00","Reebar transport	Pickup truck load	1 trip	x 2,000	Ksh 2,000	Euros 17.00"
"35455","1113","17.00","Timber, nails and binding wire.	Pickup truck load	1trip	x 2,000	Ksh 2,000	Euros 17.00"
"35456","1113","67.00","Cement transport	25pcs  truck load	4 trips	x 2,000	Ksh 8,000	Euros 67.00"
"35457","1113","100.00","Ballast transport	Pickup truck load	6 trips	x 2,000	Ksh 12,000	Euros 100.00"
"35458","1113","500.00","P.A system hire	for cleanup exersice day public education	1 day x public address	60,000	Ksh 60,000	Euros 500.00"
"35459","1113","750.00","P.A system /truck hire	community cleanup publicity	1 day publicity 	x 90,000	Ksh 90,000	
Euros 750.00"
"35460","1113","20.00","Buckets		6pcs	x 400	
Ksh 2,400	Euros 20.00"
"35461","1113","12.00","Pliers		3pcs	x 500	
Ksh 1,500	Euros 12.50"
"35462","1113","30.00","Rakes		6pcs	x 600	
Ksh 3,600	Euros 30.00"
"35463","1113","37.00","Mattoks		6pcs	x 750	
Ksh 4,500	Euros 37.50"
"35464","1113","37.00","Spades		6pcs	x 750	
Ksh 4,500	Euros 37.50"
"35465","1113","187.00","Wheel barrows		5pcs	x 4,500	Ksh 22,500	Euros 187.50"
"35466","1113","25.00","Hacksaw blades		20pcs	x 150	Ksh 3,000	Euros 25.00"
"35467","1113","30.00","Hacksaw frames		6pcs	x 600	Ksh 3,600	Euros 30.00"
"35468","1113","117.00","T-Shirts		20pcs	x 700	
Ksh 14,000	Euros 117.00"
"35469","1113","83.00","Brochure	Printing	1000pcs x	10	Ksh 10,000	Euros 83.50"
"35470","1113","173.00","Contingencies = 2% of Total Eur 3458.50
= EUR 173.00"
"35471","1113","67.00","Garbage trans	5ton truck	2 trips	x 4,000	Ksh 8,000	Euros 67.00"
"35472","1113","3.00","Envelopes		4 dozen	x    100	Ksh 400	Euros 3.50"
"44737","1656","3400.00","136 solar lighting kit x 25 euros per kit"
"44837","1684","80.00","Transport charges to mobilize 125 sheep from Ramapuram Market to the Target Village 0.64 x 125"
"44838","1684","100.00","To Organize two days training for 25 beneficiaries on sheep rearing methods, Marketability and sustainability of the project. Including food, travel, resource person fee, course material, banners and photos etc., @2 Euro's per day for 2 X 2 X 25"
"44839","1684","70.00","Audit, stationary, postage, interest and other unforeseen expenses 70"
"44840","1684","4775.00","Cost of 25 sheep units @ 191 Euro's per unit (191 x 25 = 4,775)"
"44841","1684","286.00","Insurance @ 6% over the total cost of the 25 units"
"43748","1272","600.00","Materials to produce like t shirts, beads, paint, paper, brushes, etc."
"43749","1272","800.00","Materials to educate"
"43750","1272","600.00","Food and Beverage"
"43791","1097","4478.00","Inkoop Gewasbeschermingsmiddelen 
 4478€
 
i
10 Kg Agrolaxyl a 40 euro+400euro
uit Kigali/Kampala
250kg Dithane a11euro+275euro uit Kigali/ Kampala"
"44880","1690","200.00","Zelf verdedigings cursus voor de workshop gevers."
"44881","1690","150.00","Onkosten vergoeding voor de Oegandese trainers"
"44882","1690","400.00","Informatie materiaal over de 5 thema's in Engels en Luganda (lokale taal) en pennen en schriften."
"35473","1113","3.00","Paper		1 rim	 x 400	Ksh 400	Euros 3.50"
"35474","1113","3.00","Ink		4pcs	x 100	Ksh 400	Euros 3.50"
"35475","1113","2.00","Pencils		25 pcs	x 12	Ksh 300	Euros 2.50"
"35476","1113","4.00","Pens		25 pcs	x 20	Ksh 500	Euros 4.50"
"35477","1113","8.00","Erase markers		20 pcs	x 50	
Ksh 1,000	Euros 8.50"
"35478","1113","17.00","Gloves		1 bundle x	2,000	Ksh 2,000	Euros 17.00"
"35479","1113","29.00","White board		1pc	x 3,500	Ksh 3,500	Euros 29.50"
"35480","1113","7.00","Nails	Assorted	6kgs x	150	Ksh 900	Euros 7.50"
"35481","1113","40.00","Timber	6by1 	240ft	x 20	
Ksh 4,800	Euros 40.00"
"35482","1113","50.00","Water	Litre	6000	6 x 1,000	
Ksh 6,000	Euros 50.00"
"35483","1113","114.00","Y10  Rebar	12 M Bar 	21pcs x	650	Ksh 13,650	Euros 114.00"
"35484","1113","67.00","Y8   Rebar	12M Bar	18pcs x	450	Ksh 8,100	Euros 67.50"
"35485","1113","11.00","Binding Wire	Kg	9kgs x150 Ksh 1,350	Euros 11.50"
"35486","1113","345.00","Sand	Truck	9 trucks	x 4,600	Ksh 41,400	Euros 345.00"
"35487","1113","150.00","Ballast	Tonne	6 trucks	x 3,000	Ksh 18,000	Euros 150.00"
"35488","1113","469.00","Cement	Bag	75 bags	x 750	Ksh 56,250	Euros 469.00"
"35494","501","5000.00","BUDGET DETAILS
Input requirements :( i) Equipment   (ii) Machinery (iii) Law Materials (iv) Services Provision costs
No	Code	Description
	Quantity	Amount Euro (€)
		Equipment, Instruments, Furniture
	A	Leather  Works Training & Shoe Making		
1.	IGSM"
"37807","1467","2500.00","School Library Program"
"37808","1467","2200.00","Student Health Program f"
"37970","1447","833.00","Purchase of seeds and  tree seedlings"
